YIL,AY,ILCE,MAHALLE,ABONELIK_GRUBU,ABONELIK_TURU,ABONE_TIPI,ABONE_ADEDI,ORTALAMA_TUKETIM
2024,3,BORNOVA,ERZENE,Konut,Atıksu,KUYU ATIK SU KONUT,8,3619.0
2021,2,BAYINDIR,SADIKPAŞA,Konut,Su,ŞEHİT GAZİ,2,15.0
2021,3,TORBALI,ALPKENT,Konut Dışı,Su,RESMİ DAİRE,1,8.0
2021,4,KARABURUN,PARLAK,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,78,696.0
2024,3,BERGAMA,ATMACA,Konut Dışı,Su,İŞYERİ,4,35.0
2021,2,NARLIDERE,ÇAMTEPE,Konut Dışı,Su,FIRIN HAMAM ABONELERİ,1,7.0
2021,3,NARLIDERE,ÇAMTEPE,Konut Dışı,Su,PANDEMİ İŞYERİ,122,668.0
2020,4,BALÇOVA,İNCİRALTI,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,4,1122.0
2022,1,BALÇOVA,BAHÇELERARASI,Konut Dışı,Su,İŞYERİ,42,20287.0
2021,1,KINIK,MISTIKLAR,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,1,5.0
2022,10,ALİAĞA,ATATÜRK,Konut,Su,ŞEHİT GAZİ,6,83.0
2024,3,SEFERİHİSAR,CAMİKEBİR,Konut Dışı,Su,BELEDİYE,13,817.0
2023,4,DİKİLİ,SALİHLER,Konut Dışı,Su,BELEDİYE,1,1.0
2021,12,DİKİLİ,CUMHURİYET,Konut Dışı,Su,RESMİ OKUL HASTANELER,3,206.0
2024,7,KEMALPAŞA,HAMZABABA,Konut Dışı,Su,BELEDİYE,4,1111.0
2023,12,KARŞIYAKA,ATAKENT,Konut,Su,E.A.,20,238.0
2021,8,KONAK,BALLIKUYU,Konut Dışı,Su,İŞYERİ,11,131.0
2020,10,TORBALI,DEMİRCİ,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,194,3952.0
2023,3,KİRAZ,SARIKAYA,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,92,1336.0
2021,11,MENEMEN,ESATPAŞA,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,3,95.0
2020,12,BALÇOVA,ONUR,Konut Dışı,Su,BAKIMEVLERİ,1,332.0
2022,7,BALÇOVA,EĞİTİM,Konut Dışı,Su,İBADETHANELER,1,1.0
2020,7,KINIK,YAYAKENT,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,1,20.0
2020,3,BALÇOVA,KORUTÜRK,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,9,219.0
2023,11,FOÇA,MUSTAFA KEMAL ATATÜRK,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,1,36.0
2022,2,KİRAZ,OLGUNLAR,Konut,Su,KÖY ENGELLİ,3,232.0
2024,4,KARABURUN,İSKELE,Konut,Su,KONUT,1397,9830.0
2021,9,MENDERES,ÇUKURALTI,Konut Dışı,Su,İŞYERİ,240,3258.0
2023,2,TORBALI,YENİ,Konut Dışı,Su,BELEDİYE,3,533.0
2023,8,DİKİLİ,KIROBA,Konut Dışı,Su,İNŞAAT (ŞANTİYE),1,1.0
2024,5,KEMALPAŞA,VİŞNELİ,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,5,70.0
2022,1,KARABAĞLAR,KAZIM KARABEKİR,Konut Dışı,Su,RESMİ DAİRE,1,23.0
2021,12,SEFERİHİSAR,ORHANLI,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,539,5790.0
2023,6,KİRAZ,ŞEMSİLER,Konut,Su,KÖY ENGELLİ,5,39.0
2020,10,SELÇUK,GÖKÇEALAN,Konut Dışı,Su,İNŞAAT (ŞANTİYE),16,616.0
2021,12,DİKİLİ,ÇANDARLI,Konut,Su,BELDE ŞEHİT- GAZİ ABONELERİ,8,78.0
2023,8,URLA,ZEYTİNELİ,Konut,Su,KÖY ENGELLİ,1,31.0
2022,7,KİRAZ,İSTİKLAL,Konut Dışı,Su,BELEDİYE,2,10.0
2022,8,ÖDEMİŞ,KÖSELER,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,34.0
2021,2,BAYINDIR,YENİ,Tarım Hayvan,Su,İLÇE BELEDİYE TARIM / HAYVAN,6,34.0
2023,5,KARABAĞLAR,OSMAN AKSÜNER,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,4,92.0
2024,5,ÖDEMİŞ,EMMİOĞLU,Tarım Hayvan,Su,İLÇE BELEDİYE TARIM / HAYVAN,3,55.0
2022,8,KARABURUN,İNECİK,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,21,471.0
2022,5,KİRAZ,YENİKÖY,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,10.0
2024,5,KİRAZ,OVACIK,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,61,1287.0
2020,3,BALÇOVA,İNCİRALTI,Konut Dışı,Atıksu,K.ATIKSU TURİSTİK TESİS,1,1534.0
2022,1,BEYDAĞ,AKTEPE,Konut,Su,KONUT,197,1889.0
2020,8,KEMALPAŞA,ÖREN 75.YIL CUMHURİYET,Konut Dışı,Su,İŞYERİ,37,506.0
2022,3,ÇEŞME,SAKARYA,Konut Dışı,Su,RESMİ OKUL HASTANELER,2,88.0
2022,7,BERGAMA,FERİZLER,Konut Dışı,Su,İBADETHANELER,1,3.0
2023,4,BERGAMA,SARIDERE,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,3,46.0
2020,8,BAYINDIR,ÇIRPI CAMİ,Konut,Su,İLÇE BELEDİYESİ BAHÇE SUYU,7,98.0
2021,2,ÇEŞME,DALYAN,Konut Dışı,Su,İŞYERİ,53,1069.0
2021,11,BUCA,MENDERES,Konut Dışı,Su,İNŞAAT (ŞANTİYE),1,6.0
2020,6,TORBALI,YEDİ EYLÜL,Konut Dışı,Su,BELEDİYE,3,1185.0
2022,2,BAYINDIR,CAMİİ,Konut Dışı,Su,BELEDİYE,3,194.0
2020,6,SELÇUK,BELEVİ,Konut,Su,BELDE KONUT ABONELERİ,635,24717.0
2021,4,BEYDAĞ,MUTAFLAR,Konut,Su,KÖY ENGELLİ,1,13.0
2020,1,ÇİĞLİ,ESENTEPE,Konut,Su,KONUT,1679,16231.0
2023,6,MENEMEN,30 AĞUSTOS,Konut,Su,KONUT,5542,60474.0
2023,5,ALİAĞA,YALI,Tarım Hayvan,Su,İLÇE BELEDİYE TARIM / HAYVAN,1,6.0
2023,11,DİKİLİ,KIZILÇUKUR,Konut,Su,KÖY ŞEHİT GAZİ,1,13.0
2020,9,KONAK,İMARİYE,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,21086.0
2021,11,KARŞIYAKA,DONANMACI,Konut Dışı,Su,ÖZEL OKULLAR,3,136.0
2021,11,BEYDAĞ,SARIKAYA,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,54,1324.0
2024,4,GÜZELBAHÇE,YELKİ,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,6,203.0
2020,7,BUCA,AKINCILAR,Konut,Su,ŞEHİT GAZİ,10,146.0
2023,6,NARLIDERE,ALTIEVLER,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,13,1580.0
2020,6,TORBALI,ÇAPAK,Konut Dışı,Su,İNŞAAT (ŞANTİYE),1,11.0
2020,11,GÜZELBAHÇE,KAHRAMANDERE,Konut Dışı,Su,İŞYERİ,27,679.0
2020,4,TİRE,KAHRAT,Konut,Su,BELDE KONUT ABONELERİ,1,10.0
2024,1,KINIK,KARATEKELİ,Konut Dışı,Su,İBADETHANELER,1,26.0
2020,3,FOÇA,İSMETPAŞA,Konut Dışı,Su,FIRIN HAMAM ABONELERİ,1,12.0
2023,10,KARŞIYAKA,MUSTAFA KEMAL,Konut,Su,İLÇE BELEDİYESİ BAHÇE SUYU,1,293.0
2023,10,ÇEŞME,ILICA,Konut Dışı,Su,İŞYERİ,73,2719.0
2024,2,BAYINDIR,FATİH,Konut Dışı,Su,BELEDİYE,2,80.0
2022,6,GAZİEMİR,ATATÜRK,Konut Dışı,Su,BELEDİYE,1,7.0
2022,7,NARLIDERE,ÇATALKAYA,Konut,Su,KONUT,2138,22567.0
2021,11,KARŞIYAKA,BAHÇELİEVLER,Konut Dışı,Su,İŞYERİ,528,4335.0
2020,9,ÇEŞME,İSMET İNÖNÜ,Konut Dışı,Su,İNŞAAT (ŞANTİYE),24,1993.0
2023,9,KARŞIYAKA,GONCALAR,Konut,Su,KONUT (AFET),1,8.0
2020,1,GAZİEMİR,FATİH,Konut,Su,ŞEHİT GAZİ,2,35.0
2024,5,BAYRAKLI,CENGİZHAN,Konut,Su,KONUT,3873,41126.0
2023,5,ÇİĞLİ,EVKA-5,Konut Dışı,Su,İŞYERİ,73,672.0
2022,4,KARABURUN,BOZKÖY,Konut Dışı,Su,BELEDİYE,1,5.0
2021,11,KİRAZ,VELİLER,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,134,4147.0
2023,12,MENEMEN,ULUS,Konut,Su,E.A.,47,659.0
2020,12,KİRAZ,VELİLER,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,29,1539.0
2024,1,KONAK,KOSOVA,Konut Dışı,Su,İŞYERİ,2,23.0
2020,9,ÖDEMİŞ,DEMİRCİLİ,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,38,1610.0
2021,10,ALİAĞA,BOZKÖY,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,115.0
2020,1,KONAK,BOZKURT,Konut,Su,E.A.,4,26.0
2023,11,KARABURUN,MORDOĞAN,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,5,108.0
2024,6,SELÇUK,İSA BEY,Konut,Su,KONUT (S),40,422.0
2021,6,BUCA,KAYNAKLAR MERKEZ,Konut Dışı,Su,BELEDİYE,1,43.0
2023,1,KEMALPAŞA,CUMALI,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,1,30.0
2020,10,KARŞIYAKA,ALAYBEY,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,61.0
2022,7,BORNOVA,KAYADİBİ,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,2,100.0
2022,1,NARLIDERE,ALTIEVLER,Konut Dışı,Su,RESMİ DAİRE,6,1598.0
2024,5,SEFERİHİSAR,HIDIRLIK,Konut Dışı,Su,İBADETHANELER,1,34.0
2023,5,SEFERİHİSAR,BENGİLER,Konut,Su,E.A.,23,211.0
2023,5,BEYDAĞ,HALIKÖY,Konut Dışı,Su,İBADETHANELER,1,5.0
2023,6,SELÇUK,BARUTÇU,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,64,1923.0
2023,9,BUCA,ADATEPE,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,4,415.0
2020,10,SEFERİHİSAR,TURABİYE,Konut,Su,E.A.,49,789.0
2022,10,KİRAZ,ŞEMSİLER,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,9,444.0
2021,8,BAYINDIR,PINARLI,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,366,20996.0
2020,10,GAZİEMİR,IRMAK,Konut Dışı,Su,BELEDİYE,1,19.0
2024,5,SEFERİHİSAR,CAMİKEBİR,Konut Dışı,Su,İNŞAAT (ŞANTİYE),35,1687.0
2024,1,MENEMEN,MUSTAFA KEMAL ATATÜRK,Konut Dışı,Su,İBADETHANELER,1,10.0
2023,12,SEFERİHİSAR,ATATÜRK,Konut,Su,E.A.,42,360.0
2021,3,ÇİĞLİ,AHMET TANER KIŞLALI,Konut,Su,E.A.,172,1601.0
2021,12,DİKİLİ,CUMHURİYET,Konut Dışı,Su,TURİSTİK TESİS,1,47.0
2021,7,GAZİEMİR,SEVGİ,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,3,135.0
2022,6,TORBALI,KARAKUYU,Konut Dışı,Su,BELEDİYE,1,1.0
2022,2,BERGAMA,ERTUĞRUL,Konut Dışı,Su,AİLEHEKİM.RES.HAS.,1,14.0
2022,4,MENEMEN,YEŞİL PINAR,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,6.0
2020,6,BERGAMA,TURABEY,Konut Dışı,Su,İNŞAAT (ŞANTİYE),8,87.0
2023,9,TİRE,ERTUĞRUL,Konut,Su,KONUT (S),10,107.0
2020,3,ÇİĞLİ,EVKA-5,Konut Dışı,Su,BELEDİYE,2,72.0
2022,1,BERGAMA,MAHMUDİYE,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,1,18.0
2020,2,BALÇOVA,EĞİTİM,Konut,Su,İLÇE BELEDİYESİ BAHÇE SUYU,4,11.0
2021,11,BAYINDIR,HACI BEŞİR,Konut,Su,KONUT,243,1789.0
2021,6,KINIK,YAYLAKÖY,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,80,783.0
2021,9,KİRAZ,HİSAR,Konut,Su,KONUT,2,8.0
2022,2,MENDERES,DEĞİRMENDERE,Konut,Su,E.A.,20,163.0
2020,8,KARABURUN,BOZKÖY,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,251,6262.0
2021,11,SELÇUK,CUMHURİYET,Konut Dışı,Su,İBADETHANELER,1,2.0
2020,2,GÜZELBAHÇE,ATATÜRK,Konut Dışı,Su,RESMİ OKUL HASTANELER,2,71.0
2022,11,KİRAZ,CERİTLER,Konut,Su,KONUT,1,1.0
2023,2,BAYINDIR,ZEYTİNOVA,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,11.0
2022,7,SEFERİHİSAR,TEPECİK,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,2,199.0
2023,4,KINIK,BADEMALAN,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,17.0
2021,1,DİKİLİ,KABAKUM,Konut,Su,KONUT,12,103.0
2020,7,BUCA,GÖKSU,Konut Dışı,Su,RESMİ OKUL HASTANELER,4,276.0
2021,1,GAZİEMİR,FATİH,Konut Dışı,Su,RESMİ DAİRE,1,4.0
2022,1,SELÇUK,ZEYTİNKÖY,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,244,2220.0
2020,11,GAZİEMİR,EMREZ,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,9,629.0
2020,4,ÖDEMİŞ,HÜRRİYET,Konut,Su,KONUT,6,187.0
2024,5,BORNOVA,KOŞUKAVAK,Konut,Su,E.A.,96,1129.0
2020,11,BUCA,29 EKİM,Tarım Hayvan,Su,İLÇE BELEDİYE TARIM / HAYVAN,20,240.0
2023,1,ALİAĞA,YENİŞAKRAN,Konut Dışı,Su,BELDE İŞYERİ ABONELERİ,149,2718.0
2020,1,BUCA,VALİ RAHMİ BEY,Konut Dışı,Atıksu,K.A.SU RESMİ OKUL HASTANE,1,1014.0
2022,8,KONAK,KÜÇÜKADA,Konut Dışı,Su,İNŞAAT (ŞANTİYE),1,11.0
2021,4,KINIK,BADEMALAN,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,61,819.0
2023,9,ÇİĞLİ,ATAŞEHİR,Konut Dışı,Atıksu,K.A.SU ÖZEL HASTANELER,1,3947.0
2020,5,FOÇA,FEVZİPAŞA,Konut,Su,İLÇE BELEDİYESİ BAHÇE SUYU,1,23.0
2020,2,TİRE,BÜYÜKKALE,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,166,3515.0
2024,9,BALÇOVA,EĞİTİM,Konut Dışı,Su,İNŞAAT (ŞANTİYE),5,49.0
2024,2,KARABAĞLAR,GÜNALTAY,Konut Dışı,Su,İBADETHANELER,2,53.0
2023,1,URLA,YENİ,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,4.0
2021,5,NARLIDERE,NARLI,Konut Dışı,Su,ÖZEL OKULLAR,1,20.0
2020,7,ÇEŞME,16 EYLÜL,Konut Dışı,Su,İŞYERİ,308,7854.0
2021,4,BAYRAKLI,MUHİTTİN ERENER,Konut,Su,ŞEHİT GAZİ,2,10.0
2024,7,FOÇA,ATATÜRK,Konut Dışı,Su,BAKIMEVLERİ,1,10.0
2020,8,BAYINDIR,ÇIRPI CAMİ,Konut,Su,E.A.,11,441.0
2020,2,SELÇUK,CUMHURİYET,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,1.0
2023,11,GAZİEMİR,ZAFER,Konut,Su,KONUT,1186,10780.0
2022,3,KONAK,İSMET PAŞA,Konut Dışı,Su,RESMİ DAİRE,1,53.0
2021,12,KARŞIYAKA,FİKRİ ALTAY,Konut,Su,E.A.,108,1007.0
2021,2,BALÇOVA,EĞİTİM,Konut Dışı,Su,RESMİ OKUL HASTANELER,4,12.0
2020,7,ÖDEMİŞ,OVAKENT,Sanayi,Atıksu,KUYU ATIK SU SANAYİ,1,46.0
2020,3,BAYRAKLI,ONUR,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,3,16.0
2021,4,KONAK,MİMAR SİNAN,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,7,551.0
2023,8,MENEMEN,DOĞA,Konut Dışı,Su,BELEDİYE,1,2.0
2021,12,KEMALPAŞA,DAMLACIK,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,330,5568.0
2022,12,DİKİLİ,ÇAĞLAN,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,51,657.0
2023,7,BEYDAĞ,ÇOMAKLAR,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,146,2324.0
2022,10,BALÇOVA,İNCİRALTI,Konut Dışı,Su,İŞYERİ,28,2644.0
2022,3,KINIK,AŞAĞI,Konut,Su,KONUT,420,2991.0
2024,5,BAYINDIR,BIYIKLAR,Konut,Su,KONUT,226,1642.0
2022,3,BORNOVA,MEVLANA,Konut Dışı,Su,ÖZEL OKULLAR,1,279.0
2023,9,ÇİĞLİ,ATATÜRK,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,3,3940.0
2021,8,BORNOVA,BİRLİK,Konut,Su,E.A.,44,628.0
2023,2,ÖDEMİŞ,UMURBEY,Sanayi,Atıksu,KUYU ATIK SU SANAYİ,1,51.0
2020,11,SEFERİHİSAR,SIĞACIK,Konut,Su,ŞEHİT GAZİ,2,42.0
2021,6,FOÇA,CUMHURİYET,Konut,Su,E.A.,34,421.0
2020,7,ÇEŞME,ÜNİVERSİTE,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,273.0
2021,3,KINIK,TÜRKCEDİT,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,41.0
2022,4,BUCA,VALİ RAHMİ BEY,Konut Dışı,Atıksu,K.A.SU RESMİ OKUL HASTANE,1,1023.0
2024,2,FOÇA,MUSTAFA KEMAL ATATÜRK,Konut Dışı,Su,İBADETHANELER,1,21.0
2021,10,ÇEŞME,CELAL BAYAR,Konut,Su,E.A.,2,245.0
2021,6,BORNOVA,BARBAROS,Konut Dışı,Su,İBADETHANELER,1,63.0
2023,9,DİKİLİ,DELİKTAŞ,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,25.0
2022,11,BAYRAKLI,YAMANLAR,Konut Dışı,Su,İBADETHANELER,2,359.0
2023,10,ALİAĞA,MİMAR SİNAN,Konut Dışı,Su,İBADETHANELER,1,15.0
2023,2,GAZİEMİR,ZAFER,Konut,Su,KONUT (S),14,131.0
2022,8,BAYRAKLI,MANAVKUYU,Konut Dışı,Su,RESMİ KIZILAY KAN,1,281.0
2023,6,URLA,ATATÜRK,Konut Dışı,Su,İBADETHANELER,1,26.0
2021,8,ÇEŞME,ALAÇATI,Konut Dışı,Su,RESMİ OKUL HASTANELER,6,443.0
2020,1,KİRAZ,CERİTLER,Konut,Su,KONUT,2,7.0
2023,2,ÇEŞME,CELAL BAYAR,Konut,Su,KONUT,507,4858.0
2024,9,BAYRAKLI,GÜMÜŞPALA,,Su,ÖZEL YURTLAR,1,48.0
2020,2,BAYRAKLI,MANSUROĞLU,Konut Dışı,Su,RESMİ DAİRE,6,305.0
2022,8,KARABURUN,MORDOĞAN,Konut,Su,BELDE KONUT ABONELERİ,4096,57765.0
2020,1,BAYRAKLI,OSMANGAZİ,Konut Dışı,Su,İŞYERİ,432,3403.0
2022,3,GAZİEMİR,DOKUZ EYLÜL,Konut,Su,E.A.,81,897.0
2023,6,TORBALI,ERTUĞRUL,Konut Dışı,Su,RESMİ DAİRE,6,111.0
2020,1,ÇİĞLİ,İZKENT,Konut,Su,ŞEHİT GAZİ,6,58.0
2020,2,KİRAZ,KALEKÖY,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,13,33.0
2020,2,FOÇA,YENİKÖY,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,113,1107.0
2023,5,MENDERES,KÜNER,Konut Dışı,Su,İBADETHANELER,1,13.0
2022,6,BALÇOVA,İNCİRALTI,Konut Dışı,Atıksu,K.ATIKSU TURİSTİK TESİS,1,5218.0
2021,4,TİRE,DERE,Konut,Su,ŞEHİT GAZİ,1,3.0
2021,7,GÜZELBAHÇE,MALTEPE,Konut,Su,KONUT,1321,16906.0
2024,8,KEMALPAŞA,ÖREN 75.YIL CUMHURİYET,Tarım Hayvan,Su,İLÇE BELEDİYE TARIM / HAYVAN,12,377.0
2021,9,KARABURUN,TEPEBOZ,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,272,4424.0
2023,4,KINIK,YENİ,Konut Dışı,Su,İŞYERİ,20,197.0
2022,12,BERGAMA,BARBAROS,Konut Dışı,Su,BELEDİYE,1,1.0
2022,10,KARŞIYAKA,DEDEBAŞI,Konut,Su,E.A.,303,3159.0
2021,8,BERGAMA,HAMZALISÜLEYMANİYE,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,1,34.0
2023,5,BAYRAKLI,ÇAY,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,1,10.0
2021,10,BAYINDIR,KIZILCAOVA,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,9,212.0
2022,11,URLA,GÜVENDİK,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,5,956.0
2024,5,BERGAMA,HİSARKÖY,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,17,227.0
2024,2,TORBALI,TORBALI,Konut Dışı,Su,İNŞAAT (ŞANTİYE),11,415.0
2021,1,KİRAZ,KALEKÖY,Konut,Su,KÖY ENGELLİ,3,52.0
2023,12,BAYRAKLI,TEPEKULE,Konut Dışı,Su,İŞYERİ,178,1160.0
2024,7,ALİAĞA,KURTULUŞ,Konut Dışı,Su,RESMİ DAİRE,1,30.0
2022,4,KARABURUN,SAİP,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,6,22.0
2021,12,BAYINDIR,FATİH,Konut,Su,E.A.,11,83.0
2020,9,ALİAĞA,SİTELER,Konut Dışı,Su,İNŞAAT (ŞANTİYE),2,106.0
2020,1,GÜZELBAHÇE,ÇAMLI,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER BAHÇE SUYU,1,3.0
2020,9,MENDERES,ÇİLEME,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,164.0
2021,7,URLA,DEMİRCİLİ,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,3,78.0
2022,10,ÇİĞLİ,HARMANDALI GAZİ MUSTAFA KEMAL ATATÜRK,Konut Dışı,Su,RESMİ DAİRE,1,6053.0
2021,5,FOÇA,KEMAL ATATÜRK,Konut Dışı,Su,İNŞAAT (ŞANTİYE),5,47.0
2024,2,FOÇA,ATATÜRK,Konut Dışı,Su,RESMİ OKUL HASTANELER,10,1300.0
2022,6,KONAK,KONAK,Konut Dışı,Su,İŞYERİ,1090,13678.0
2021,9,KİRAZ,YEŞİLDERE,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,2,21.0
2023,10,ALİAĞA,YENİŞAKRAN,Konut,Su,BELDE ŞEHİT- GAZİ ABONELERİ,4,62.0
2021,3,MENEMEN,SÜLEYMANLI,Konut Dışı,Su,RESMİ OKUL HASTANELER,1,6.0
2022,10,SELÇUK,CUMHURİYET,Konut,Su,İLÇE BELEDİYESİ BAHÇE SUYU,35,184.0
2021,10,BALÇOVA,TELEFERİK,Konut Dışı,Su,BELEDİYE,4,173.0
2021,9,KONAK,ÇİMENTEPE,Konut Dışı,Su,İŞYERİ,39,425.0
2022,7,ÇEŞME,ÇİFTLİK,Konut Dışı,Su,BELEDİYE,2,40.0
2021,6,BUCA,KOZAĞAÇ,Konut,Atıksu,KUYU ATIK SU KONUT,1,15.0
2024,1,GAZİEMİR,ATATÜRK,Konut Dışı,Su,İŞYERİ,69,477.0
2020,10,KONAK,ÜLKÜ,Konut Dışı,Su,FIRIN HAMAM ABONELERİ,1,16.0
2023,5,URLA,ŞİRİNKENT,Konut,Su,ŞEHİT GAZİ,2,18.0
2023,8,BUCA,UFUK,Konut Dışı,Su,İŞYERİ,259,2237.0
2022,1,KARŞIYAKA,MAVİŞEHİR,Konut Dışı,Atıksu,K.Ö.P.,1,124.0
2023,1,KARŞIYAKA,BAHRİYE ÜÇOK,Konut,Su,ŞEHİT GAZİ,24,178.0
2020,9,URLA,ÇAMLIÇAY,Konut Dışı,Su,RESMİ DAİRE,1,118.0
2021,9,FOÇA,HACIVELİ,Konut Dışı,Su,BELEDİYE,2,201.0
2022,8,BEYDAĞ,AKTEPE,Konut,Su,KONUT,198,2934.0
2022,2,BALÇOVA,BAHÇELERARASI,Konut,Su,KONUT,34,384.0
2023,8,KİRAZ,YEŞİLDERE,Konut Dışı,Su,ORMAN KÖYÜ VE ESKİ KÖYLER İŞYERİ,1,37.0
2021,8,BERGAMA,KAŞIKÇI,Konut,Su,ORMAN KÖYÜ VE ESKİ KÖYLER KONUT,60,5148.0
2022,2,DİKİLİ,KIZILÇUKUR,Tarım Hayvan,Su,ORMAN KÖYÜ VE ESKİ KÖYLER TARIM/ HAYVAN,15,152.0
2021,11,BUCA,İNÖNÜ,Konut,Su,KONUT,5208,55513.0
2023,8,KARABAĞLAR,FAHRETTİN ALTAY,Sanayi,Su,SANAYİ,1,26.0
2024,9,BAYRAKLI,ORG.NAFİZ GÜRMAN,Konut,Su,E.A.,156,2499.0
2021,8,ALİAĞA,YALI,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,1,21.0
2024,4,URLA,GÜVENDİK,Konut,Su,İLÇE BELEDİYESİ BAHÇE SUYU,31,153.0
2021,5,TORBALI,EĞERCİ,Konut Dışı,Atıksu,KUYU ATIK SU İŞYERİ,1,47.0
2023,8,BORNOVA,EGEMENLİK,Konut Dışı,Su,İBADETHANELER,1,423.0
2020,8,URLA,HACI İSA,Konut Dışı,Su,FIRIN HAMAM ABONELERİ,6,211.0
2024,4,KONAK,MİTHATPAŞA,Konut,Su,KONUT (S),2,10.0
2021,10,GÜZELBAHÇE,YALI,Sulama,Su,PARKLAR  VE  MEZARLIKLAR,15,3745.0
2020,11,BALÇOVA,KORUTÜRK,Konut Dışı,Su,TURİSTİK TESİS,2,7747.0
